longitude,latitude,wind_direction_10m_dominant
80.125,8.5,32
80.375,8.5,33
80.625,8.5,18
80.875,8.5,4
81.125,8.5,354
81.625,8.5,30
81.875,8.5,31
82.125,8.5,31
82.375,8.5,16
82.625,8.5,2
82.875,8.5,351
83.125,8.5,29
83.375,8.5,30
83.625,8.5,31
83.875,8.5,15
84.125,8.5,1
84.375,8.5,350
84.625,8.5,27
84.875,8.5,29
85.125,8.5,32
85.375,8.5,14
85.625,8.5,0
85.875,8.5,349
86.125,8.5,25
86.375,8.5,28
86.625,8.5,32
86.875,8.5,13
87.125,8.5,359
87.375,8.5,348
87.625,8.5,23
87.875,8.5,28
88.125,8.5,32
88.375,8.5,13
88.625,8.5,358
77.125,8.625,348
77.25,8.625,23
68.875,8.75,28
69.125,8.75,32
69.375,8.75,13
69.625,8.75,357
69.875,8.75,347
70.125,8.75,24
70.375,8.75,27
70.625,8.75,31
70.875,8.75,13
71.125,8.75,357
71.375,8.75,345
71.625,8.75,23
71.875,8.75,27
72.125,8.75,30
72.375,8.75,13
72.625,8.75,357
72.875,8.75,345
73.125,8.75,22
73.375,8.75,28
73.625,8.75,29
73.875,8.75,15
74.125,8.75,357
74.375,8.75,345
74.625,8.75,22
74.875,8.75,27
75.125,8.75,28
75.375,8.75,15
75.625,8.75,358
75.875,8.75,345
76.125,8.75,22
76.375,8.75,27
76.75,8.75,28
76.875,8.75,16
77.375,8.75,358
77.625,8.75,345
77.875,8.75,21
78.125,8.75,28
78.375,8.75,28
78.625,8.75,17
78.875,8.75,359
79.125,8.75,345
79.375,8.75,21
79.625,8.75,27
80.125,8.75,27
80.375,8.75,18
80.625,8.75,359
80.875,8.75,346
81.125,8.75,21
81.375,8.75,27
81.625,8.75,26
81.875,8.75,19
82.125,8.75,360
82.375,8.75,347
82.625,8.75,21
82.875,8.75,25
83.125,8.75,24
83.375,8.75,20
83.625,8.75,0
83.875,8.75,347
84.125,8.75,18
84.375,8.75,21
84.625,8.75,21
84.875,8.75,19
85.125,8.75,359
85.375,8.75,346
85.625,8.75,16
85.875,8.75,19
86.125,8.75,20
86.375,8.75,18
86.625,8.75,357
86.875,8.75,345
87.125,8.75,11
87.375,8.75,12
87.625,8.75,16
87.875,8.75,16
88.125,8.75,353
88.375,8.75,342
88.625,8.75,359
77.25,8.875,4
80.0,8.875,8
81.0,8.875,8
68.875,9.0,347
69.125,9.0,339
69.375,9.0,350
69.625,9.0,356
69.875,9.0,5
70.125,9.0,358
70.375,9.0,340
70.625,9.0,337
70.875,9.0,359
71.125,9.0,350
71.375,9.0,42
71.625,9.0,1
71.875,9.0,349
72.125,9.0,339
72.375,9.0,56
72.625,9.0,61
72.875,9.0,54
73.125,9.0,54
73.375,9.0,54
73.625,9.0,33
73.875,9.0,71
74.125,9.0,71
74.375,9.0,63
74.625,9.0,64
74.875,9.0,65
75.125,9.0,49
75.375,9.0,66
75.625,9.0,68
75.875,9.0,57
76.125,9.0,58
76.375,9.0,62
76.625,9.0,48
76.875,9.0,77
77.375,9.0,76
77.625,9.0,66
77.875,9.0,68
78.125,9.0,63
78.875,9.0,47
79.125,9.0,85
79.375,9.0,89
79.625,9.0,65
80.125,9.0,69
80.375,9.0,63
80.625,9.0,31
80.875,9.0,69
81.375,9.0,74
81.625,9.0,45
81.875,9.0,44
82.125,9.0,44
82.375,9.0,18
82.625,9.0,65
82.875,9.0,63
83.125,9.0,42
83.375,9.0,44
83.625,9.0,32
83.875,9.0,14
84.125,9.0,55
84.375,9.0,57
84.625,9.0,31
84.875,9.0,29
85.125,9.0,21
85.375,9.0,3
85.625,9.0,59
85.875,9.0,58
86.125,9.0,28
86.375,9.0,24
86.625,9.0,15
86.875,9.0,354
87.125,9.0,66
87.375,9.0,65
87.625,9.0,45
87.875,9.0,47
88.125,9.0,26
88.375,9.0,2
88.625,9.0,47
77.125,9.125,47
77.25,9.125,22
78.375,9.125,21
78.5,9.125,11
68.875,9.25,1
69.125,9.25,55
69.375,9.25,55
69.625,9.25,32
69.875,9.25,27
70.125,9.25,10
70.375,9.25,1
70.625,9.25,56
70.875,9.25,58
71.125,9.25,34
71.375,9.25,29
71.625,9.25,10
71.875,9.25,8
72.125,9.25,39
72.375,9.25,40
72.625,9.25,16
72.875,9.25,9
73.125,9.25,356
73.375,9.25,1
73.625,9.25,39
73.875,9.25,44
74.125,9.25,21
74.375,9.25,13
74.625,9.25,357
74.875,9.25,4
75.125,9.25,30
75.375,9.25,37
75.625,9.25,11
75.875,9.25,357
76.125,9.25,344
76.625,9.25,10
76.875,9.25,2
77.625,9.25,10
77.875,9.25,2
78.125,9.25,348
78.375,9.25,343
78.875,9.25,357
79.0,9.25,11
79.375,9.25,20
79.625,9.25,8
79.875,9.25,0
80.375,9.25,348
80.625,9.25,8
80.75,9.25,13
81.125,9.25,24
81.375,9.25,3
81.625,9.25,0
81.875,9.25,0
82.125,9.25,54
82.375,9.25,353
82.625,9.25,11
82.875,9.25,354
83.125,9.25,343
83.375,9.25,356
83.625,9.25,45
83.875,9.25,329
84.125,9.25,347
84.375,9.25,334
84.625,9.25,323
84.875,9.25,351
85.125,9.25,78
85.375,9.25,353
85.625,9.25,9
85.875,9.25,348
86.125,9.25,342
86.375,9.25,18
86.625,9.25,97
86.875,9.25,22
87.125,9.25,28
87.375,9.25,7
87.625,9.25,14
87.875,9.25,33
88.125,9.25,105
88.375,9.25,41
88.625,9.25,34
76.375,9.375,18
77.25,9.375,30
78.625,9.375,49
79.0,9.375,123
80.125,9.375,44
80.625,9.375,37
68.875,9.5,22
69.125,9.5,34
69.375,9.5,56
69.625,9.5,123
69.875,9.5,46
70.125,9.5,38
70.375,9.5,25
70.625,9.5,39
70.875,9.5,63
71.125,9.5,123
71.375,9.5,46
71.625,9.5,38
71.875,9.5,28
72.125,9.5,44
72.375,9.5,71
72.625,9.5,126
72.875,9.5,47
73.125,9.5,38
73.375,9.5,30
73.625,9.5,49
73.875,9.5,77
74.125,9.5,127
74.375,9.5,48
74.625,9.5,40
74.875,9.5,34
75.125,9.5,55
75.375,9.5,84
75.625,9.5,126
75.875,9.5,49
76.125,9.5,41
76.375,9.5,39
76.625,9.5,58
76.75,9.5,94
77.125,9.5,127
77.625,9.5,51
77.875,9.5,43
78.125,9.5,45
78.375,9.5,62
78.625,9.5,100
78.875,9.5,126
79.375,9.5,52
79.625,9.5,44
79.875,9.5,48
80.375,9.5,65
80.875,9.5,104
81.125,9.5,126
81.375,9.5,52
81.625,9.5,45
81.875,9.5,52
82.125,9.5,69
82.375,9.5,107
82.625,9.5,127
82.875,9.5,54
83.125,9.5,48
83.375,9.5,58
83.625,9.5,78
83.875,9.5,113
84.125,9.5,128
84.375,9.5,54
84.625,9.5,49
84.875,9.5,61
85.125,9.5,81
85.375,9.5,112
85.625,9.5,127
85.875,9.5,55
86.125,9.5,51
86.375,9.5,64
86.625,9.5,86
86.875,9.5,113
87.125,9.5,127
87.375,9.5,57
87.625,9.5,54
87.875,9.5,68
88.125,9.5,91
88.375,9.5,118
88.625,9.5,128
76.75,9.625,58
68.875,9.75,55
69.125,9.75,72
69.375,9.75,93
69.625,9.75,120
69.875,9.75,129
70.125,9.75,59
70.375,9.75,57
70.625,9.75,78
70.875,9.75,97
71.125,9.75,122
71.375,9.75,126
71.625,9.75,60
71.875,9.75,58
72.125,9.75,83
72.375,9.75,99
72.625,9.75,124
72.875,9.75,125
73.125,9.75,62
73.375,9.75,61
73.625,9.75,89
73.875,9.75,102
74.125,9.75,126
74.375,9.75,124
74.625,9.75,63
74.875,9.75,62
75.125,9.75,91
75.375,9.75,103
75.625,9.75,127
75.875,9.75,124
76.375,9.75,63
76.625,9.75,64
77.0,9.75,93
77.625,9.75,104
77.875,9.75,127
78.125,9.75,124
78.375,9.75,64
78.625,9.75,66
78.875,9.75,96
79.0,9.75,106
79.375,9.75,127
79.625,9.75,124
80.0,9.75,64
80.125,9.75,68
80.25,9.75,97
80.625,9.75,106
80.875,9.75,127
81.125,9.75,124
81.375,9.75,64
81.625,9.75,69
81.875,9.75,98
82.125,9.75,107
82.375,9.75,126
82.625,9.75,124
82.875,9.75,65
83.125,9.75,71
83.375,9.75,99
83.625,9.75,107
83.875,9.75,126
84.125,9.75,123
84.375,9.75,65
84.625,9.75,74
84.875,9.75,101
85.125,9.75,107
85.375,9.75,126
85.625,9.75,122
85.875,9.75,65
86.125,9.75,76
86.375,9.75,102
86.625,9.75,108
86.875,9.75,125
87.125,9.75,120
87.375,9.75,64
87.625,9.75,76
87.875,9.75,102
88.125,9.75,108
88.375,9.75,124
88.625,9.75,118
76.25,9.875,63
77.375,9.875,78
68.875,10.0,102
69.125,10.0,108
69.375,10.0,123
69.625,10.0,117
69.875,10.0,64
70.125,10.0,81
70.375,10.0,104
70.625,10.0,108
70.875,10.0,122
71.125,10.0,117
71.375,10.0,65
71.625,10.0,83
71.875,10.0,104
72.125,10.0,108
72.375,10.0,121
72.625,10.0,116
72.875,10.0,65
73.125,10.0,85
73.375,10.0,105
73.625,10.0,108
73.875,10.0,120
74.125,10.0,115
74.375,10.0,66
74.625,10.0,87
74.875,10.0,107
75.125,10.0,108
75.375,10.0,119
75.625,10.0,114
75.875,10.0,66
76.375,10.0,88
76.625,10.0,108
76.875,10.0,108
77.375,10.0,118
77.625,10.0,112
77.875,10.0,33
78.125,10.0,33
78.375,10.0,36
78.625,10.0,21
78.875,10.0,10
79.125,10.0,1
79.25,10.0,32
79.625,10.0,33
79.875,10.0,36
80.125,10.0,19
80.375,10.0,9
80.625,10.0,359
80.875,10.0,31
81.125,10.0,33
81.375,10.0,36
81.625,10.0,18
81.875,10.0,7
82.125,10.0,357
82.375,10.0,29
82.625,10.0,32
82.875,10.0,35
83.125,10.0,16
83.375,10.0,5
83.625,10.0,353
83.875,10.0,28
84.125,10.0,31
84.375,10.0,34
84.625,10.0,16
84.875,10.0,4
85.125,10.0,352
85.375,10.0,27
85.625,10.0,31
85.875,10.0,34
86.125,10.0,15
86.375,10.0,3
86.625,10.0,352
86.875,10.0,24
87.125,10.0,31
87.375,10.0,33
87.625,10.0,14
87.875,10.0,2
88.125,10.0,351
88.375,10.0,23
88.625,10.0,30
76.25,10.125,33
77.125,10.125,13
77.25,10.125,1
68.875,10.25,351
69.125,10.25,23
69.375,10.25,29
69.625,10.25,33
69.875,10.25,13
70.125,10.25,359
70.375,10.25,349
70.625,10.25,23
70.875,10.25,29
71.125,10.25,32
71.375,10.25,14
71.625,10.25,359
71.875,10.25,347
72.125,10.25,23
72.375,10.25,30
72.625,10.25,31
72.875,10.25,14
73.125,10.25,359
73.375,10.25,346
73.625,10.25,23
73.875,10.25,29
74.125,10.25,29
74.375,10.25,15
74.625,10.25,358
74.875,10.25,345
75.125,10.25,22
75.375,10.25,29
75.625,10.25,29
75.875,10.25,16
76.375,10.25,359
76.625,10.25,346
77.375,10.25,22
77.625,10.25,30
78.0,10.25,28
78.125,10.25,17
78.375,10.25,359
78.625,10.25,346
78.875,10.25,21
79.125,10.25,30
80.125,10.25,28
80.375,10.25,17
80.625,10.25,360
80.875,10.25,346
81.125,10.25,21
81.375,10.25,31
81.625,10.25,27
81.875,10.25,19
82.125,10.25,0
82.375,10.25,347
82.625,10.25,22
82.875,10.25,31
83.125,10.25,26
83.375,10.25,20
83.625,10.25,360
83.875,10.25,347
84.125,10.25,22
84.375,10.25,27
84.625,10.25,23
84.875,10.25,21
85.125,10.25,359
85.375,10.25,348
85.625,10.25,22
85.875,10.25,27
86.125,10.25,21
86.375,10.25,21
86.625,10.25,357
86.875,10.25,347
87.125,10.25,22
87.375,10.25,23
87.625,10.25,20
87.875,10.25,20
88.125,10.25,356
88.375,10.25,344
88.625,10.25,14
76.25,10.375,11
76.75,10.375,16
79.25,10.375,19
79.5,10.375,349
79.75,10.375,339
68.875,10.5,10
69.125,10.5,3
69.375,10.5,16
69.625,10.5,17
69.875,10.5,347
70.125,10.5,338
70.375,10.5,21
70.625,10.5,3
70.875,10.5,51
71.125,10.5,31
71.375,10.5,348
71.625,10.5,353
71.875,10.5,65
72.125,10.5,74
72.375,10.5,67
72.625,10.5,70
72.875,10.5,58
73.125,10.5,32
73.375,10.5,66
73.625,10.5,69
73.875,10.5,56
74.125,10.5,60
74.375,10.5,59
74.625,10.5,45
74.875,10.5,71
75.125,10.5,73
75.375,10.5,60
75.625,10.5,62
76.125,10.5,63
77.375,10.5,46
77.625,10.5,77
77.875,10.5,77
78.125,10.5,62
78.375,10.5,68
78.625,10.5,67
78.875,10.5,48
79.125,10.5,73
79.375,10.5,75
79.625,10.5,57
79.875,10.5,63
80.125,10.5,65
80.375,10.5,45
80.625,10.5,78
80.875,10.5,75
81.125,10.5,62
81.375,10.5,67
81.625,10.5,60
81.875,10.5,41
82.125,10.5,79
82.375,10.5,80
82.625,10.5,58
82.875,10.5,63
83.125,10.5,54
83.375,10.5,29
83.625,10.5,60
83.875,10.5,64
84.125,10.5,40
84.375,10.5,41
84.625,10.5,39
84.875,10.5,23
85.125,10.5,50
85.375,10.5,55
85.625,10.5,25
85.875,10.5,18
86.125,10.5,19
86.375,10.5,7
86.625,10.5,60
86.875,10.5,61
87.125,10.5,33
87.375,10.5,26
87.625,10.5,20
87.875,10.5,4
88.125,10.5,66
88.375,10.5,65
88.625,10.5,44
76.0,10.625,45
76.5,10.625,27
77.0,10.625,11
77.125,10.625,53
68.875,10.75,52
69.125,10.75,27
69.375,10.75,23
69.625,10.75,12
69.875,10.75,4
70.125,10.75,55
70.375,10.75,54
70.625,10.75,33
70.875,10.75,29
71.125,10.75,16
71.375,10.75,6
71.625,10.75,68
71.875,10.75,65
72.125,10.75,40
72.375,10.75,33
72.625,10.75,10
72.875,10.75,8
73.125,10.75,47
73.375,10.75,51
73.625,10.75,22
73.875,10.75,14
74.125,10.75,358
74.375,10.75,6
74.625,10.75,35
74.875,10.75,39
75.125,10.75,15
75.375,10.75,9
75.625,10.75,356
76.125,10.75,5
76.375,10.75,39
76.625,10.75,45
76.875,10.75,18
77.125,10.75,1
77.375,10.75,348
77.625,10.75,12
77.875,10.75,15
78.125,10.75,16
78.375,10.75,6
78.625,10.75,334
78.875,10.75,336
79.125,10.75,358
79.375,10.75,28
79.625,10.75,36
79.875,10.75,21
80.125,10.75,4
80.375,10.75,358
80.625,10.75,27
80.875,10.75,24
81.125,10.75,50
81.375,10.75,23
81.625,10.75,348
81.875,10.75,345
82.125,10.75,59
82.375,10.75,340
82.625,10.75,358
82.875,10.75,347
83.125,10.75,335
83.375,10.75,346
83.625,10.75,36
83.875,10.75,349
84.125,10.75,7
84.375,10.75,350
84.625,10.75,343
84.875,10.75,355
85.125,10.75,66
85.375,10.75,18
85.625,10.75,27
85.875,10.75,2
86.125,10.75,3
86.375,10.75,28
86.625,10.75,94
86.875,10.75,22
87.125,10.75,28
87.375,10.75,7
87.625,10.75,14
87.875,10.75,33
88.125,10.75,105
88.375,10.75,42
88.625,10.75,37
75.875,10.875,21
79.75,10.875,34
68.875,11.0,51
69.125,11.0,116
69.375,11.0,45
69.625,11.0,38
69.875,11.0,24
70.125,11.0,36
70.375,11.0,56
70.625,11.0,117
70.875,11.0,47
71.125,11.0,39
71.375,11.0,26
71.625,11.0,39
71.875,11.0,63
72.125,11.0,121
72.375,11.0,47
72.625,11.0,40
72.875,11.0,29
73.125,11.0,44
73.375,11.0,69
73.625,11.0,122
73.875,11.0,47
74.125,11.0,40
74.375,11.0,31
74.625,11.0,48
74.875,11.0,73
75.125,11.0,122
75.375,11.0,47
75.625,11.0,41
75.875,11.0,33
76.125,11.0,52
76.375,11.0,77
76.75,11.0,121
77.125,11.0,48
77.375,11.0,41
77.625,11.0,38
77.875,11.0,59
78.125,11.0,87
78.375,11.0,122
78.625,11.0,48
78.875,11.0,42
79.125,11.0,41
79.375,11.0,62
79.625,11.0,92
80.125,11.0,122
80.375,11.0,49
80.625,11.0,43
80.875,11.0,47
81.125,11.0,64
81.375,11.0,97
81.625,11.0,123
81.875,11.0,51
82.125,11.0,45
82.375,11.0,53
82.625,11.0,69
82.875,11.0,103
83.125,11.0,125
83.375,11.0,51
83.625,11.0,46
83.875,11.0,58
84.125,11.0,73
84.375,11.0,106
84.625,11.0,125
84.875,11.0,52
85.125,11.0,48
85.375,11.0,62
85.625,11.0,79
85.875,11.0,108
86.125,11.0,125
86.375,11.0,54
86.625,11.0,50
86.875,11.0,65
87.125,11.0,85
87.375,11.0,112
87.625,11.0,126
87.875,11.0,55
88.125,11.0,52
88.375,11.0,69
88.625,11.0,90
76.75,11.125,115
68.875,11.25,126
69.125,11.25,54
69.375,11.25,53
69.625,11.25,72
69.875,11.25,92
70.125,11.25,117
70.375,11.25,124
70.625,11.25,55
70.875,11.25,55
71.125,11.25,76
71.375,11.25,95
71.625,11.25,118
71.875,11.25,122
72.125,11.25,58
72.375,11.25,58
72.625,11.25,81
72.875,11.25,98
73.125,11.25,121
73.375,11.25,122
73.625,11.25,59
73.875,11.25,59
74.125,11.25,85
74.375,11.25,100
74.625,11.25,122
74.875,11.25,122
75.125,11.25,60
75.375,11.25,61
75.875,11.25,89
76.25,11.25,102
76.75,11.25,124
77.125,11.25,122
77.375,11.25,61
77.625,11.25,62
77.875,11.25,91
78.125,11.25,104
78.25,11.25,124
78.875,11.25,122
79.125,11.25,62
79.375,11.25,66
79.625,11.25,95
80.125,11.25,105
80.375,11.25,125
80.625,11.25,122
80.875,11.25,62
81.125,11.25,67
81.375,11.25,96
81.625,11.25,106
81.875,11.25,125
82.125,11.25,122
82.375,11.25,62
82.625,11.25,67
82.875,11.25,97
83.125,11.25,106
83.375,11.25,124
83.625,11.25,122
83.875,11.25,62
84.125,11.25,69
84.375,11.25,98
84.625,11.25,107
84.875,11.25,124
85.125,11.25,120
85.375,11.25,63
85.625,11.25,70
85.875,11.25,98
86.125,11.25,107
86.375,11.25,123
86.625,11.25,119
86.875,11.25,62
87.125,11.25,72
87.375,11.25,99
87.625,11.25,107
87.875,11.25,123
88.125,11.25,117
88.375,11.25,62
88.625,11.25,74
75.75,11.375,99
76.0,11.375,107
76.5,11.375,122
77.25,11.375,117
78.625,11.375,62
79.75,11.375,77
68.875,11.5,100
69.125,11.5,108
69.375,11.5,122
69.625,11.5,116
69.875,11.5,62
70.125,11.5,78
70.375,11.5,101
70.625,11.5,108
70.875,11.5,121
71.125,11.5,116
71.375,11.5,61
71.625,11.5,79
71.875,11.5,100
72.125,11.5,108
72.375,11.5,120
72.625,11.5,115
72.875,11.5,62
73.125,11.5,83
73.375,11.5,102
73.625,11.5,107
73.875,11.5,119
74.125,11.5,112
74.375,11.5,62
74.625,11.5,84
74.875,11.5,102
75.125,11.5,107
75.375,11.5,118
75.75,11.5,111
76.125,11.5,62
76.5,11.5,85
77.0,11.5,103
77.625,11.5,106
77.875,11.5,117
78.125,11.5,109
78.375,11.5,32
78.875,11.5,34
79.125,11.5,37
79.375,11.5,21
79.625,11.5,12
79.75,11.5,2
80.125,11.5,31
80.375,11.5,33
80.625,11.5,37
80.875,11.5,19
81.125,11.5,11
81.375,11.5,360
81.625,11.5,31
81.875,11.5,33
82.125,11.5,36
82.375,11.5,18
82.625,11.5,8
82.875,11.5,356
83.125,11.5,29
83.375,11.5,33
83.625,11.5,36
83.875,11.5,17
84.125,11.5,7
84.375,11.5,355
84.625,11.5,28
84.875,11.5,33
85.125,11.5,36
85.375,11.5,16
85.625,11.5,6
85.875,11.5,354
86.125,11.5,26
86.375,11.5,31
86.625,11.5,35
86.875,11.5,15
87.125,11.5,4
87.375,11.5,352
87.625,11.5,25
87.875,11.5,32
88.125,11.5,34
88.375,11.5,15
88.625,11.5,3
76.5,11.625,352
77.0,11.625,24
77.25,11.625,32
79.75,11.625,34
68.875,11.75,14
69.125,11.75,3
69.375,11.75,352
69.625,11.75,23
69.875,11.75,30
70.125,11.75,34
70.375,11.75,14
70.625,11.75,2
70.875,11.75,350
71.125,11.75,24
71.375,11.75,32
71.625,11.75,33
71.875,11.75,14
72.125,11.75,2
72.375,11.75,349
72.625,11.75,24
72.875,11.75,33
73.125,11.75,32
73.375,11.75,14
73.625,11.75,2
73.875,11.75,348
74.125,11.75,24
74.375,11.75,32
74.625,11.75,31
74.875,11.75,15
75.125,11.75,1
75.625,11.75,347
76.375,11.75,23
76.625,11.75,31
76.875,11.75,30
77.375,11.75,17
77.625,11.75,2
77.875,11.75,348
78.625,11.75,22
78.875,11.75,32
79.125,11.75,29
79.375,11.75,17
79.625,11.75,2
80.125,11.75,347
80.375,11.75,21
80.625,11.75,33
80.875,11.75,28
81.125,11.75,19
81.375,11.75,2
81.625,11.75,347
81.875,11.75,20
82.125,11.75,34
82.375,11.75,26
82.625,11.75,20
82.875,11.75,2
83.125,11.75,348
83.375,11.75,20
83.625,11.75,35
83.875,11.75,25
84.125,11.75,20
84.375,11.75,0
84.625,11.75,348
84.875,11.75,21
85.125,11.75,32
85.375,11.75,23
85.625,11.75,20
85.875,11.75,358
86.125,11.75,348
86.375,11.75,21
86.625,11.75,29
86.875,11.75,21
87.125,11.75,20
87.375,11.75,355
87.625,11.75,346
87.875,11.75,20
88.125,11.75,25
88.375,11.75,20
88.625,11.75,19
75.5,11.875,354
76.0,11.875,343
76.25,11.875,16
78.0,11.875,18
78.25,11.875,17
68.875,12.0,19
69.125,12.0,350
69.375,12.0,339
69.625,12.0,9
69.875,12.0,6
70.125,12.0,18
70.375,12.0,15
70.625,12.0,343
70.875,12.0,334
71.125,12.0,59
71.375,12.0,65
71.625,12.0,61
71.875,12.0,59
72.125,12.0,40
72.375,12.0,10
72.625,12.0,71
72.875,12.0,76
73.125,12.0,67
73.375,12.0,70
73.625,12.0,64
73.875,12.0,35
74.125,12.0,70
74.375,12.0,74
74.625,12.0,63
74.875,12.0,67
75.25,12.0,63
75.375,12.0,50
75.625,12.0,69
76.0,12.0,72
76.375,12.0,60
76.625,12.0,63
76.875,12.0,63
77.0,12.0,48
77.5,12.0,74
77.875,12.0,74
78.125,12.0,58
78.375,12.0,63
78.875,12.0,63
79.125,12.0,46
79.375,12.0,67
79.625,12.0,67
79.875,12.0,44
80.125,12.0,47
80.375,12.0,55
80.625,12.0,37
80.875,12.0,73
81.125,12.0,71
81.375,12.0,51
81.625,12.0,57
81.875,12.0,58
82.125,12.0,38
82.375,12.0,74
82.625,12.0,74
82.875,12.0,56
83.125,12.0,61
83.375,12.0,54
83.625,12.0,36
83.875,12.0,74
84.125,12.0,72
84.375,12.0,49
84.625,12.0,52
84.875,12.0,47
85.125,12.0,30
85.375,12.0,61
85.625,12.0,63
85.875,12.0,30
86.125,12.0,26
86.375,12.0,28
86.625,12.0,11
86.875,12.0,67
87.125,12.0,64
87.375,12.0,37
87.625,12.0,36
87.875,12.0,24
88.125,12.0,11
88.375,12.0,72
88.625,12.0,70
77.625,12.125,43
78.625,12.125,43
68.875,12.25,29
69.125,12.25,15
69.375,12.25,64
69.625,12.25,64
69.875,12.25,33
70.125,12.25,27
70.375,12.25,17
70.625,12.25,8
70.875,12.25,65
71.125,12.25,62
71.375,12.25,36
71.625,12.25,21
71.875,12.25,9
72.125,12.25,1
72.375,12.25,64
72.625,12.25,65
72.875,12.25,36
73.125,12.25,28
73.375,12.25,4
73.625,12.25,9
73.875,12.25,69
74.125,12.25,69
74.375,12.25,41
74.625,12.25,34
75.125,12.25,3
75.375,12.25,12
75.875,12.25,53
76.125,12.25,51
76.375,12.25,9
76.625,12.25,354
76.875,12.25,339
77.125,12.25,0
77.5,12.25,48
78.125,12.25,52
78.375,12.25,26
78.625,12.25,7
78.875,12.25,356
79.125,12.25,12
79.375,12.25,47
79.625,12.25,53
79.875,12.25,31
80.0,12.25,17
80.375,12.25,6
80.625,12.25,36
80.875,12.25,0
81.125,12.25,30
81.375,12.25,5
81.625,12.25,325
81.875,12.25,342
82.125,12.25,1
82.375,12.25,23
82.625,12.25,36
82.875,12.25,20
83.125,12.25,7
83.375,12.25,3
83.625,12.25,47
83.875,12.25,343
84.125,12.25,7
84.375,12.25,355
84.625,12.25,339
84.875,12.25,353
85.125,12.25,44
85.375,12.25,346
85.625,12.25,7
85.875,12.25,350
86.125,12.25,342
86.375,12.25,354
86.625,12.25,58
86.875,12.25,350
87.125,12.25,10
87.375,12.25,349
87.625,12.25,340
87.875,12.25,1
88.125,12.25,72
88.375,12.25,37
88.625,12.25,38
75.0,12.375,20
75.75,12.375,29
77.625,12.375,43
77.875,12.375,101
68.875,12.5,41
69.125,12.5,39
69.375,12.5,22
69.625,12.5,34
69.875,12.5,49
70.125,12.5,105
70.375,12.5,46
70.625,12.5,41
70.875,12.5,27
71.125,12.5,39
71.375,12.5,60
71.625,12.5,112
71.875,12.5,48
72.125,12.5,41
72.375,12.5,29
72.625,12.5,41
72.875,12.5,64
73.125,12.5,114
73.375,12.5,49
73.625,12.5,42
73.875,12.5,30
74.125,12.5,43
74.375,12.5,67
74.625,12.5,116
75.125,12.5,48
75.5,12.5,42
76.125,12.5,33
76.375,12.5,47
76.625,12.5,72
76.875,12.5,117
77.125,12.5,47
77.375,12.5,42
77.625,12.5,35
77.875,12.5,53
78.125,12.5,78
78.375,12.5,119
78.625,12.5,48
78.875,12.5,42
79.0,12.5,38
79.375,12.5,58
79.625,12.5,84
79.875,12.5,119
80.125,12.5,48
80.375,12.5,42
80.625,12.5,40
80.875,12.5,62
81.125,12.5,88
81.375,12.5,119
81.625,12.5,49
81.875,12.5,43
82.125,12.5,46
82.375,12.5,65
82.625,12.5,95
82.875,12.5,121
83.125,12.5,49
83.375,12.5,43
83.625,12.5,52
83.875,12.5,69
84.125,12.5,96
84.375,12.5,120
84.625,12.5,49
84.875,12.5,44
85.125,12.5,56
85.375,12.5,71
85.625,12.5,100
85.875,12.5,121
86.125,12.5,49
86.375,12.5,46
86.625,12.5,61
86.875,12.5,75
87.125,12.5,103
87.375,12.5,121
87.625,12.5,51
87.875,12.5,47
88.125,12.5,66
88.375,12.5,81
88.625,12.5,108
75.0,12.625,122
75.25,12.625,51
75.5,12.625,49
75.875,12.625,69
79.0,12.625,85
68.875,12.75,111
69.125,12.75,122
69.375,12.75,52
69.625,12.75,50
69.875,12.75,73
70.125,12.75,89
70.375,12.75,114
70.625,12.75,121
70.875,12.75,54
71.125,12.75,54
71.375,12.75,76
71.625,12.75,94
71.875,12.75,116
72.125,12.75,121
72.375,12.75,55
72.625,12.75,56
72.875,12.75,79
73.125,12.75,97
73.375,12.75,118
73.625,12.75,120
73.875,12.75,56
74.125,12.75,58
74.375,12.75,82
74.625,12.75,99
74.875,12.75,120
75.125,12.75,120
75.375,12.75,55
75.875,12.75,59
76.125,12.75,85
76.375,12.75,101
76.625,12.75,120
76.875,12.75,119
77.125,12.75,57
77.375,12.75,62
77.625,12.75,90
77.875,12.75,103
78.375,12.75,121
79.375,12.75,120
79.625,12.75,58
79.875,12.75,63
80.125,12.75,92
80.375,12.75,104
80.625,12.75,122
80.875,12.75,120
81.125,12.75,59
81.375,12.75,64
81.625,12.75,94
81.875,12.75,105
82.125,12.75,122
82.375,12.75,120
82.625,12.75,60
82.875,12.75,67
83.125,12.75,97
83.375,12.75,106
83.625,12.75,122
83.875,12.75,120
84.125,12.75,60
84.375,12.75,68
84.625,12.75,98
84.875,12.75,107
85.125,12.75,122
85.375,12.75,118
85.625,12.75,60
85.875,12.75,68
86.125,12.75,98
86.375,12.75,107
86.625,12.75,122
86.875,12.75,117
87.125,12.75,59
87.375,12.75,68
87.625,12.75,98
87.875,12.75,107
88.125,12.75,121
88.375,12.75,116
88.625,12.75,60
78.0,12.875,72
78.5,12.875,97
79.0,12.875,108
68.875,13.0,120
69.125,13.0,115
69.375,13.0,60
69.625,13.0,74
69.875,13.0,97
70.125,13.0,107
70.375,13.0,120
70.625,13.0,115
